GEOID,NAME,variable,estimate,moe
13099,"Early County, Georgia",B25077_001,130100,20259
13101,"Echols County, Georgia",B25077_001,112600,20752
13103,"Effingham County, Georgia",B25077_001,245300,8476
13105,"Elbert County, Georgia",B25077_001,114600,8222
13107,"Emanuel County, Georgia",B25077_001,88200,11659
13109,"Evans County, Georgia",B25077_001,139700,11841
13111,"Fannin County, Georgia",B25077_001,274600,16589
13113,"Fayette County, Georgia",B25077_001,405600,9041
13115,"Floyd County, Georgia",B25077_001,194100,8956
13117,"Forsyth County, Georgia",B25077_001,493800,7336
13119,"Franklin County, Georgia",B25077_001,160600,13940
13121,"Fulton County, Georgia",B25077_001,431200,6975
13123,"Gilmer County, Georgia",B25077_001,278900,16656
13125,"Glascock County, Georgia",B25077_001,122800,61872
13127,"Glynn County, Georgia",B25077_001,268300,18568
13129,"Gordon County, Georgia",B25077_001,205600,8179
13131,"Grady County, Georgia",B25077_001,136500,15499
13133,"Greene County, Georgia",B25077_001,342200,34433
13135,"Gwinnett County, Georgia",B25077_001,345700,3272
13137,"Habersham County, Georgia",B25077_001,212000,11310
13139,"Hall County, Georgia",B25077_001,313600,8352
13141,"Hancock County, Georgia",B25077_001,87400,8725
13143,"Haralson County, Georgia",B25077_001,210400,15596
13145,"Harris County, Georgia",B25077_001,278700,11424
13147,"Hart County, Georgia",B25077_001,206500,13788
13149,"Heard County, Georgia",B25077_001,161000,21752
13151,"Henry County, Georgia",B25077_001,277400,5549
13153,"Houston County, Georgia",B25077_001,205600,7010
13155,"Irwin County, Georgia",B25077_001,105300,14855
13157,"Jackson County, Georgia",B25077_001,312700,8406
13159,"Jasper County, Georgia",B25077_001,219700,25908
13161,"Jeff Davis County, Georgia",B25077_001,109300,8603
13163,"Jefferson County, Georgia",B25077_001,93100,9882
13165,"Jenkins County, Georgia",B25077_001,81100,16626
13167,"Johnson County, Georgia",B25077_001,91200,13800
13169,"Jones County, Georgia",B25077_001,174600,8315
13171,"Lamar County, Georgia",B25077_001,201400,25630
13173,"Lanier County, Georgia",B25077_001,161100,11344
13175,"Laurens County, Georgia",B25077_001,137400,17122
13177,"Lee County, Georgia",B25077_001,226900,5961
13179,"Liberty County, Georgia",B25077_001,180200,8798
13181,"Lincoln County, Georgia",B25077_001,163600,30740
13183,"Long County, Georgia",B25077_001,196500,20511
13185,"Lowndes County, Georgia",B25077_001,197900,6975
13187,"Lumpkin County, Georgia",B25077_001,277200,14021
13189,"McDuffie County, Georgia",B25077_001,155100,16152
13191,"McIntosh County, Georgia",B25077_001,173900,23966
13193,"Macon County, Georgia",B25077_001,87000,11644
13195,"Madison County, Georgia",B25077_001,198800,11827
13197,"Marion County, Georgia",B25077_001,122100,41761
13199,"Meriwether County, Georgia",B25077_001,154600,21843
13201,"Miller County, Georgia",B25077_001,118300,9250
13205,"Mitchell County, Georgia",B25077_001,105500,11767
13207,"Monroe County, Georgia",B25077_001,243200,18831
13209,"Montgomery County, Georgia",B25077_001,118200,16183
13211,"Morgan County, Georgia",B25077_001,323100,23154
13213,"Murray County, Georgia",B25077_001,173300,9317
13215,"Muscogee County, Georgia",B25077_001,182300,5439
13217,"Newton County, Georgia",B25077_001,233300,7461
13219,"Oconee County, Georgia",B25077_001,425100,16154
13221,"Oglethorpe County, Georgia",B25077_001,198700,17069
13223,"Paulding County, Georgia",B25077_001,289000,7065
13225,"Peach County, Georgia",B25077_001,186100,15038
13227,"Pickens County, Georgia",B25077_001,289600,16809
13229,"Pierce County, Georgia",B25077_001,132100,19460
13231,"Pike County, Georgia",B25077_001,265700,16860
13233,"Polk County, Georgia",B25077_001,163500,13107
13235,"Pulaski County, Georgia",B25077_001,144300,21652
13237,"Putnam County, Georgia",B25077_001,222000,13091
13239,"Quitman County, Georgia",B25077_001,103000,37803
13241,"Rabun County, Georgia",B25077_001,272600,12753
13243,"Randolph County, Georgia",B25077_001,90900,11336
